#GPU 
﻿1,2572.966667,3.3,2570.7,2570.9,2577.3
12,217.3,1.3,217.1,216.1,218.7
24,111.9666667,0.25,112.2,112,111.7
48,66.76666667,1.8,64.4,68,67.9
