#header_line 1: command line used: mpirun -np 2 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0,32 -genv I_MPI_OFI_PROVIDER=verbs ./IMB-MPI1 PingPong -msglog 28
#header_line 2: list of nodes involved: ct1pt-tnode007
#header_line 3: (latency, bandwidth) computed by fitting data = (-51.1,4308.0)
#bytes,#repetitions,t[usec],Mbytes/sec,t[usec] computed,Mbytes/sec computed
0,1000,0.44,0.0,-51.1,-0.0
1,1000,0.44,2.26,-51.1,-0.02
2,1000,0.44,4.54,-51.1,-0.04
4,1000,0.44,9.06,-51.1,-0.08
8,1000,0.44,18.19,-51.1,-0.16
16,1000,0.44,36.26,-51.1,-0.31
32,1000,0.47,68.42,-51.1,-0.63
64,1000,0.47,135.23,-51.09,-1.25
128,1000,0.58,221.22,-51.07,-2.51
256,1000,0.62,414.43,-51.04,-5.02
512,1000,0.82,624.36,-50.98,-10.04
1024,1000,0.89,1145.83,-50.87,-20.13
2048,1000,1.06,1926.35,-50.63,-40.45
4096,1000,1.47,2786.01,-50.15,-81.67
8192,1000,1.98,4128.32,-49.2,-166.5
16384,1000,3.3,4968.49,-47.3,-346.38
32768,1000,5.07,6465.42,-43.5,-753.29
65536,640,9.09,7208.23,-35.89,-1826.02
131072,320,17.81,7357.89,-20.68,-6338.1
262144,160,34.06,7697.0,9.75,26886.56
524288,80,82.06,6389.45,70.6,7426.18
1048576,40,166.37,6302.61,192.3,5452.81
2097152,20,330.53,6344.75,435.7,4813.29
4194304,10,655.17,6401.84,922.5,4546.67
8388608,5,1361.62,6160.76,1896.1,4424.14
16777216,2,3665.76,4576.74,3843.31,4365.3
33554432,1,7797.8,4303.06,7737.71,4336.48
67108864,1,15558.07,4313.44,15526.53,4322.21
134217728,1,31122.65,4312.54,31104.17,4315.1
268435456,1,62267.62,4311.0,62259.44,4311.56
