#header_line 1: command line used: mpirun -np 2 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0,2 -genv I_MPI_OFI_PROVIDER=tcp ./IMB-MPI1 PingPong -msglog 28
#header_line 2: list of nodes involved: ct1pt-tnode007
#header_line 3: (latency, bandwidth) computed by fitting data = (-78.97,5580.9)
#bytes,#repetitions,t[usec],Mbytes/sec,t[usec] computed,Mbytes/sec computed
0,1000,0.49,0.0,-78.97,-0.0
1,1000,0.51,1.94,-78.97,-0.01
2,1000,0.5,3.96,-78.97,-0.03
4,1000,0.51,7.85,-78.97,-0.05
8,1000,0.51,15.75,-78.97,-0.1
16,1000,0.51,31.56,-78.97,-0.2
32,1000,0.52,61.25,-78.97,-0.41
64,1000,0.51,125.14,-78.96,-0.81
128,1000,0.52,246.81,-78.95,-1.62
256,1000,0.55,464.13,-78.93,-3.24
512,1000,0.64,797.9,-78.88,-6.49
1024,1000,0.64,1592.86,-78.79,-13.0
2048,1000,0.9,2270.84,-78.6,-26.06
4096,1000,1.17,3496.32,-78.24,-52.35
8192,1000,1.49,5489.41,-77.5,-105.7
16384,1000,2.37,6910.44,-76.04,-215.47
32768,1000,3.52,9301.2,-73.1,-448.26
65536,640,5.7,11490.43,-67.23,-974.8
131072,320,8.82,14852.42,-55.49,-2362.08
262144,160,15.0,17475.1,-32.0,-8192.0
524288,80,42.28,12400.27,14.97,35022.58
1048576,40,82.46,12716.39,108.92,9627.03
2097152,20,156.49,13401.11,296.8,7065.88
4194304,10,393.77,10651.61,672.58,6236.14
8388608,5,1134.66,7393.07,1424.13,5890.34
16777216,2,2537.12,6612.7,2927.22,5731.45
33554432,1,5882.97,5703.65,5933.41,5655.17
67108864,1,11667.35,5751.85,11945.8,5617.78
134217728,1,23532.85,5703.42,23970.57,5599.27
268435456,1,48353.71,5551.5,48020.12,5590.06
