#header_line 1: command line used: mpirun -np 2 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0,1 -genv I_MPI_FABRICS=shm ./IMB-MPI1 PingPong -msglog 28
#header_line 2: list of nodes involved: ct1pt-tnode007
#header_line 3: (latency, bandwidth) computed by fitting data = (-54.79,4300.5)
#bytes,#repetitions,t[usec],Mbytes/sec,t[usec] computed,Mbytes/sec computed
0,1000,0.42,0.0,-54.79,-0.0
1,1000,0.42,2.37,-54.79,-0.02
2,1000,0.42,4.74,-54.79,-0.04
4,1000,0.42,9.44,-54.79,-0.07
8,1000,0.42,18.89,-54.79,-0.15
16,1000,0.42,37.81,-54.79,-0.29
32,1000,0.46,69.2,-54.79,-0.58
64,1000,0.46,138.87,-54.78,-1.17
128,1000,0.58,222.27,-54.77,-2.34
256,1000,0.61,418.68,-54.74,-4.68
512,1000,0.79,645.06,-54.68,-9.36
1024,1000,0.88,1157.71,-54.56,-18.77
2048,1000,1.04,1975.08,-54.32,-37.7
4096,1000,1.48,2763.15,-53.84,-76.08
8192,1000,1.99,4110.66,-52.89,-154.89
16384,1000,3.32,4937.4,-50.99,-321.32
32768,1000,5.07,6465.09,-47.18,-694.53
65536,640,9.14,7171.89,-39.56,-1656.62
131072,320,17.73,7391.87,-24.32,-5389.47
262144,160,34.01,7707.21,6.16,42555.84
524288,80,81.9,6401.26,67.12,7811.2
1048576,40,166.34,6303.64,189.03,5547.14
2097152,20,330.74,6340.82,432.86,4844.87
4194304,10,656.18,6391.99,920.51,4556.5
8388608,5,1369.03,6127.42,1895.81,4424.81
16777216,2,3651.81,4594.22,3846.41,4361.79
33554432,1,7747.78,4330.84,7747.62,4330.93
67108864,1,15556.11,4313.99,15550.04,4315.67
134217728,1,31161.76,4307.13,31154.88,4308.08
268435456,1,62393.11,4302.33,62364.55,4304.3
