#header_line 1: command line used: mpirun -np 2 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0,1 -genv I_MPI_FABRICS=ofi ./IMB-MPI1 PingPong -msglog 28
#header_line 2: list of nodes involved: ct1pt-tnode007
#header_line 3: (latency, bandwidth) computed by fitting data = (-116.79,5682.5)
#bytes,#repetitions,t[usec],Mbytes/sec,t[usec] computed,Mbytes/sec computed
0,1000,0.45,0.0,-116.79,-0.0
1,1000,0.45,2.24,-116.79,-0.01
2,1000,0.45,4.49,-116.79,-0.02
4,1000,0.44,9.03,-116.79,-0.03
8,1000,0.45,17.89,-116.79,-0.07
16,1000,0.45,35.65,-116.79,-0.14
32,1000,0.63,50.53,-116.79,-0.27
64,1000,0.64,100.61,-116.78,-0.55
128,1000,0.98,130.86,-116.77,-1.1
256,1000,1.2,214.04,-116.75,-2.19
512,1000,1.25,410.36,-116.7,-4.39
1024,1000,1.5,682.44,-116.61,-8.78
2048,1000,2.24,915.24,-116.43,-17.59
4096,1000,3.24,1265.68,-116.07,-35.29
8192,1000,5.12,1600.34,-115.35,-71.02
16384,1000,4.67,3506.94,-113.91,-143.83
32768,1000,5.37,6097.52,-111.03,-295.13
65536,640,6.69,9801.28,-105.26,-622.61
131072,320,8.76,14965.65,-93.73,-1398.4
262144,160,13.05,20085.45,-70.66,-3709.93
524288,80,22.54,23262.92,-24.53,-21373.34
1048576,40,50.07,20942.38,67.73,15481.71
2097152,20,142.47,14719.47,252.26,8313.45
4194304,10,285.92,14669.5,621.32,6750.63
8388608,5,583.93,14365.73,1359.42,6170.73
16777216,2,1820.08,9217.85,2835.64,5916.55
33554432,1,5403.25,6210.04,5788.08,5797.16
67108864,1,11851.14,5662.65,11692.95,5739.26
134217728,1,23562.07,5696.35,23502.7,5710.74
268435456,1,47194.67,5687.83,47122.2,5696.58
