#header_line 1: command line used: mpirun -np 2 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0,2 -genv I_MPI_OFI_PROVIDER=mlx ./IMB-MPI1 PingPong -msglog 28
#header_line 2: list of nodes involved: ct1pt-tnode007
#header_line 3: (latency, bandwidth) computed by fitting data = (-79.91,5579.6)
#bytes,#repetitions,t[usec],Mbytes/sec,t[usec] computed,Mbytes/sec computed
0,1000,0.23,0.0,-79.91,-0.0
1,1000,0.23,4.29,-79.91,-0.01
2,1000,0.23,8.56,-79.91,-0.03
4,1000,0.23,17.16,-79.91,-0.05
8,1000,0.23,34.33,-79.91,-0.1
16,1000,0.23,68.4,-79.9,-0.2
32,1000,0.24,132.49,-79.9,-0.4
64,1000,0.24,264.19,-79.9,-0.8
128,1000,0.26,495.15,-79.88,-1.6
256,1000,0.28,901.51,-79.86,-3.21
512,1000,0.42,1219.83,-79.82,-6.41
1024,1000,0.44,2306.74,-79.72,-12.84
2048,1000,0.6,3441.22,-79.54,-25.75
4096,1000,0.86,4761.17,-79.17,-51.74
8192,1000,1.41,5824.02,-78.44,-104.44
16384,1000,2.33,7036.95,-76.97,-212.86
32768,1000,3.55,9229.67,-74.03,-442.63
65536,640,5.71,11477.26,-68.16,-961.5
131072,320,8.72,15039.73,-56.42,-2323.15
262144,160,15.14,17309.55,-32.92,-7963.06
524288,80,41.84,12531.51,14.06,37289.33
1048576,40,82.52,12707.11,108.02,9707.24
2097152,20,155.03,13527.69,295.96,7085.93
4194304,10,382.0,10979.84,671.82,6243.2
8388608,5,1140.98,7352.11,1423.54,5892.78
16777216,2,2479.41,6766.62,2927.0,5731.88
33554432,1,5955.94,5633.77,5933.9,5654.7
67108864,1,11693.69,5738.89,11947.71,5616.88
134217728,1,23458.73,5721.44,23975.32,5598.16
268435456,1,48391.95,5547.11,48030.54,5588.85
