#header_line 1: command line used: mpirun -np 2 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0,23 -genv I_MPI_OFI_PROVIDER=tcp ./IMB-MPI1 PingPong -msglog 28
#header_line 2: list of nodes involved: ct1pt-tnode007
#header_line 3: (latency, bandwidth) computed by fitting data = (-50.2,4303.6)
#bytes,#repetitions,t[usec],Mbytes/sec,t[usec] computed,Mbytes/sec computed
0,1000,0.68,0.0,-50.2,-0.0
1,1000,0.68,1.47,-50.2,-0.02
2,1000,0.67,2.96,-50.2,-0.04
4,1000,0.68,5.85,-50.2,-0.08
8,1000,0.69,11.55,-50.2,-0.16
16,1000,0.69,23.03,-50.2,-0.32
32,1000,0.7,45.47,-50.19,-0.64
64,1000,0.68,93.6,-50.19,-1.28
128,1000,0.76,168.73,-50.17,-2.55
256,1000,0.71,362.26,-50.14,-5.11
512,1000,1.11,460.62,-50.08,-10.22
1024,1000,1.25,817.33,-49.96,-20.5
2048,1000,1.37,1497.57,-49.73,-41.18
4096,1000,1.78,2299.04,-49.25,-83.17
8192,1000,2.26,3622.35,-48.3,-169.61
16384,1000,3.2,5125.65,-46.39,-353.18
32768,1000,5.32,6158.45,-42.59,-769.38
65536,640,9.34,7014.38,-34.97,-1874.06
131072,320,18.03,7269.39,-19.75,-6636.56
262144,160,34.69,7557.83,10.71,24476.56
524288,80,82.94,6321.62,71.63,7319.39
1048576,40,167.31,6267.24,193.45,5420.4
2097152,20,330.72,6341.18,437.11,4797.77
4194304,10,656.24,6391.44,924.41,4537.28
8388608,5,1360.81,6164.4,1899.03,4417.31
16777216,2,3705.03,4528.22,3848.25,4359.7
33554432,1,7758.42,4324.91,7746.71,4331.44
67108864,1,15527.95,4321.81,15543.62,4317.45
134217728,1,31285.47,4290.1,31137.43,4310.49
268435456,1,62284.31,4309.84,62325.07,4307.02
