 1.48151724100, 1.48131512100, 1.40167405000, 1.43155455900,12019999.9904,1166.37184650    
 1.47865270600, 1.47864385500, 1.40165623600, 1.43115267400,1999999.99999,1168.63141222    
 1.47951173900, 1.47950064300, 1.40247927900, 1.43198286700,425925.925796,1167.95288233    
 1.47942639900, 1.47942268400, 1.40143236700, 1.43194665200,126543.209846,1168.02025513    
 1.48036577500, 1.48036243100, 1.40172526900, 1.43278191200,51826.1316865,1167.27908006    
 1.47878379200, 1.47878037200, 1.40089461700, 1.43131356600,26702.1350983,1168.52781952    
 1.47945081300, 1.47943965700, 1.40202894900, 1.43180883600,15893.9988844,1168.00098037    
 1.47914086000, 1.47913620400, 1.40169589900, 1.43165980800,10378.2429902,1168.24573422    
 1.48367564500, 1.48367203800, 1.40167337600, 1.43615676600,7222.26330352,1164.67504594    
 1.47959205000, 1.47958076800, 1.40137295400, 1.43202463100,5266.18987004,1167.88948684    
