#header_line 1: command line used: mpirun -np 2 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0,2 -genv I_MPI_FABRICS=shm ./IMB-MPI1 PingPong -msglog 28
#header_line 2: list of nodes involved: ct1pg-gnode001
#header_line 3: (latency, bandwidth) computed by fitting data = (-127.31,5146.2)
#bytes,#repetitions,t[usec],Mbytes/sec,t[usec] computed,Mbytes/sec computed
0,1000,0.24,0.0,-127.31,-0.0
1,1000,0.25,3.97,-127.31,-0.01
2,1000,0.25,7.94,-127.31,-0.02
4,1000,0.25,15.8,-127.31,-0.03
8,1000,0.26,30.7,-127.31,-0.06
16,1000,0.26,61.28,-127.31,-0.13
32,1000,0.27,120.73,-127.31,-0.25
64,1000,0.26,241.67,-127.3,-0.5
128,1000,0.27,471.43,-127.29,-1.01
256,1000,0.29,872.72,-127.26,-2.01
512,1000,0.53,968.02,-127.22,-4.02
1024,1000,0.58,1762.55,-127.12,-8.06
2048,1000,0.73,2791.6,-126.92,-16.14
4096,1000,0.94,4347.75,-126.52,-32.37
8192,1000,1.51,5432.36,-125.72,-65.16
16384,1000,2.43,6740.18,-124.13,-131.99
32768,1000,3.69,8887.38,-120.95,-270.92
65536,640,5.91,11087.13,-114.58,-571.97
131072,320,8.87,14779.95,-101.85,-1286.91
262144,160,16.23,16152.54,-76.38,-3432.1
524288,80,40.65,12896.03,-25.44,-20608.81
1048576,40,84.5,12409.4,76.44,13717.63
2097152,20,167.71,12504.36,280.2,7484.48
4194304,10,407.93,10281.85,687.71,6098.94
8388608,5,1047.87,8005.36,1502.74,5582.21
16777216,2,2277.35,7367.0,3132.8,5355.34
33554432,1,6022.0,5571.98,6392.91,5248.69
67108864,1,12397.01,5413.31,12913.14,5196.94
134217728,1,25511.8,5261.01,25953.6,5171.45
268435456,1,52503.38,5112.73,52034.52,5158.8
