#header_line 1: command line used: mpirun -np 2 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0,23 -genv I_MPI_FABRICS=ofi ./IMB-MPI1 PingPong -msglog 28
#header_line 2: list of nodes involved: ct1pg-gnode001
#header_line 3: (latency, bandwidth) computed by fitting data = (-99.54,5110.7)
#bytes,#repetitions,t[usec],Mbytes/sec,t[usec] computed,Mbytes/sec computed
0,1000,0.5,0.0,-99.54,-0.0
1,1000,0.49,2.03,-99.54,-0.01
2,1000,0.5,4.04,-99.54,-0.02
4,1000,0.49,8.14,-99.54,-0.04
8,1000,0.49,16.31,-99.54,-0.08
16,1000,0.49,32.6,-99.54,-0.16
32,1000,0.7,45.92,-99.53,-0.32
64,1000,0.72,89.13,-99.53,-0.64
128,1000,1.18,108.07,-99.51,-1.29
256,1000,1.23,208.86,-99.49,-2.57
512,1000,1.3,393.36,-99.44,-5.15
1024,1000,1.59,642.97,-99.34,-10.31
2048,1000,2.21,926.08,-99.14,-20.66
4096,1000,3.1,1322.18,-98.74,-41.48
8192,1000,4.73,1733.06,-97.94,-83.64
16384,1000,4.69,3492.48,-96.33,-170.08
32768,1000,5.64,5815.01,-93.13,-351.85
65536,640,7.0,9368.2,-86.72,-755.72
131072,320,9.41,13925.48,-73.89,-1773.88
262144,160,14.6,17954.99,-48.25,-5433.04
524288,80,26.57,19734.45,3.05,171897.7
1048576,40,59.27,17692.65,105.63,9926.88
2097152,20,157.43,13321.44,310.8,6747.59
4194304,10,340.56,12315.93,721.15,5816.13
8388608,5,748.63,11205.35,1541.83,5440.68
16777216,2,2323.79,7219.78,3183.21,5270.53
33554432,1,6370.34,5267.29,6465.95,5189.4
67108864,1,13160.54,5099.25,13031.44,5149.77
134217728,1,26485.13,5067.66,26162.42,5130.17
268435456,1,52328.34,5129.83,52424.39,5120.43
