#header_line 1: command line used: mpirun -np 2 -genv I_MPI_DEBUG=4 -genv I_MPI_PIN_PROCESSOR_LIST=0,22 -genv I_MPI_OFI_PROVIDER=tcp ./IMB-MPI1 PingPong -msglog 28
#header_line 2: list of nodes involved: ct1pg-gnode001
#header_line 3: (latency, bandwidth) computed by fitting data = (-125.24,5169.0)
#bytes,#repetitions,t[usec],Mbytes/sec,t[usec] computed,Mbytes/sec computed
0,1000,0.48,0.0,-125.24,-0.0
1,1000,0.5,1.98,-125.24,-0.01
2,1000,0.5,4.03,-125.24,-0.02
4,1000,0.48,8.28,-125.24,-0.03
8,1000,0.5,15.97,-125.24,-0.06
16,1000,0.49,32.84,-125.24,-0.13
32,1000,0.49,65.17,-125.24,-0.26
64,1000,0.49,131.28,-125.23,-0.51
128,1000,0.5,255.26,-125.22,-1.02
256,1000,0.51,506.06,-125.19,-2.04
512,1000,0.75,685.51,-125.14,-4.09
1024,1000,0.82,1250.0,-125.04,-8.19
2048,1000,0.93,2199.96,-124.85,-16.4
4096,1000,1.15,3557.25,-124.45,-32.91
8192,1000,1.58,5181.13,-123.66,-66.25
16384,1000,2.38,6870.57,-122.07,-134.22
32768,1000,3.53,9291.61,-118.9,-275.59
65536,640,5.81,11285.5,-112.56,-582.23
131072,320,8.65,15149.35,-99.89,-1312.16
262144,160,15.51,16896.4,-74.53,-3517.3
524288,80,41.08,12763.84,-23.81,-22019.66
1048576,40,81.82,12816.0,77.62,13509.1
2097152,20,164.6,12740.86,280.48,7477.01
4194304,10,401.24,10453.42,686.2,6112.36
8388608,5,1020.61,8219.19,1497.64,5601.22
16777216,2,2177.83,7703.63,3120.52,5376.42
33554432,1,6033.01,5561.8,6366.27,5270.66
67108864,1,12383.76,5419.1,12857.79,5219.32
134217728,1,25581.37,5246.7,25840.83,5194.02
268435456,1,52175.63,5144.84,51806.9,5181.46
