 22.3261848670, 22.3261848670, 21.8055831990, 21.8055831990,12019999.9907,77.3979078958    
 22.3317206160, 22.3317206160, 21.8300157910, 21.8300157910,1999999.99988,77.3787219406    
 22.3079454490, 22.3079454490, 21.8062983240, 21.8062983240,425925.925769,77.4611899581    
 22.3092196500, 22.3092196500, 21.8074704300, 21.8074704300,126543.209762,77.4567657278    
 22.3107210580, 22.3107210580, 21.8089866150, 21.8089866150,51826.1316912,77.4515532469    
 22.3105067650, 22.3105067650, 21.8084012890, 21.8084012890,26702.1350987,77.4522971711    
 22.3196685110, 22.3196685110, 21.8181970520, 21.8181970520,15893.9988922,77.4205046615    
 22.3091497360, 22.3091497360, 21.8076746080, 21.8076746080,10378.2429895,77.4570084673    
 22.3084250480, 22.3084250480, 21.8068158130, 21.8068158130,7222.26329851,77.4595246541    
 22.3096418200, 22.3096418200, 21.8080606180, 21.8080606180,5266.18987139,77.4552999973    
