 15.5282576320, 15.5282365270, 15.0280919910, 15.3760639150,30273624.9756,445.207233731    
 15.5205211770, 15.5205188570, 15.0266247060, 15.3744720130,5040312.49979,445.429154483    
 15.5213959320, 15.5213931070, 15.0276859690, 15.3753535570,1073399.88388,445.404050981    
 15.5204177240, 15.5204111020, 15.0268354890, 15.3743275560,318908.661067,445.432123538    
 15.5213267220, 15.5213235500, 15.0281904510, 15.3752876060,130609.949664,445.406037050    
 15.5208532010, 15.5208473620, 15.0272170670, 15.3748181690,67293.5526580,445.419625807    
 15.5220314890, 15.5220247110, 15.0287049760, 15.3760067400,40055.3606364,445.385813700    
 15.5202692480, 15.5202675070, 15.0273441100, 15.3741779940,26154.7939373,445.436384803    
 15.5211465440, 15.5211439900, 15.0278785830, 15.3750858790,18201.2319994,445.411207568    
 15.5201108010, 15.5201045660, 15.0270567290, 15.3740089940,13271.6213124,445.440932326    
