 15.5451088520, 15.5440882700, 15.0226481890, 15.3888700600,30273624.9756,444.724619867    
 15.5358634910, 15.5358553830, 15.0215966770, 15.3872321080,5040312.49979,444.989274591    
 15.5366597750, 15.5366572250, 15.0232798720, 15.3878849860,1073399.88388,444.966468026    
 15.5379162610, 15.5379138750, 15.0211317350, 15.3891788650,318908.661067,444.930485457    
 15.5368668170, 15.5368640640, 15.0223928320, 15.3881049110,130609.949664,444.960538468    
 15.5370391480, 15.5370363490, 15.0215921330, 15.3883315060,67293.5526580,444.955603133    
 15.5362705110, 15.5362636780, 15.0226938870, 15.3876196280,40055.3606364,444.977616739    
 15.5354643470, 15.5354620650, 15.0212937140, 15.3868102460,26154.7939373,445.000707451    
 15.5369031100, 15.5368955550, 15.0227373030, 15.3881518240,18201.2319994,444.959499075    
 15.5361501930, 15.5361426380, 15.0217402990, 15.3874725700,13271.6213124,444.981062819    
